City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,hasaki,35.7333,140.8333,102.29,71,15,13.06,JP,1690434831
84,wenatchee,47.4235,-120.3103,73.4,42,75,3.0,US,1690435090
85,maswa,-2.6833,33.9833,63.79,54,28,10.25,TZ,1690435091
86,ancud,-41.8697,-73.8203,46.53,95,100,6.76,CL,1690435093
87,marsabit,2.3284,37.9899,62.22,67,31,19.84,KE,1690435093
88,rujiena,57.8975,25.3316,56.05,79,99,4.45,LV,1690435094
89,kailua-kona,19.6406,-155.9956,82.36,81,40,6.91,US,1690435094
90,constantia,44.1833,28.65,68.7,87,99,15.3,RO,1690435095
91,qamdo,31.1667,97.2333,55.06,44,98,5.06,CN,1690435095
92,kingston,17.997,-76.7936,81.55,87,40,20.71,JM,1690435096
93,levanger,63.7464,11.2996,57.25,88,34,1.28,NO,1690435097
94,northam,51.0333,-4.2167,65.66,99,100,15.93,GB,1690435097
95,puerto ayora,-0.7393,-90.3518,76.55,93,86,7.0,EC,1690434870
96,tharangambadi,11.0319,79.8528,88.11,55,90,14.38,IN,1690435098
97,port lincoln,-34.7333,135.8667,63.73,65,97,17.2,AU,1690434896
98,stornoway,58.2093,-6.3865,57.16,90,75,5.75,GB,1690435049
99,college,64.8569,-147.8028,82.38,58,75,3.44,US,1690435100
100,durango,24.8333,-104.8333,70.9,36,78,2.62,MX,1690435100
101,miles city,46.4083,-105.8406,79.77,29,0,11.5,US,1690435101
102,jamestown,42.097,-79.2353,71.71,95,75,9.22,US,1690434993
103,san antonio de pale,-1.4014,5.6325,73.06,90,100,11.27,GQ,1690435102
104,suya,9.4667,3.1833,70.81,99,100,6.06,NG,1690435102
105,hadibu,12.65,54.0333,78.94,72,75,34.9,YE,1690435103
106,port douglas,-16.4833,145.4667,71.78,81,59,17.45,AU,1690435104
107,mandera,3.9366,41.867,77.65,57,46,18.7,KE,1690435104
108,sucua,-2.4667,-78.1667,69.42,97,83,2.15,EC,1690435105
109,porto uniao,-26.2381,-51.0783,53.74,97,50,1.5,BR,1690435106
110,kirensk,57.7853,108.1119,81.48,52,94,3.4,RU,1690435106
111,valka,57.7752,26.0101,56.05,91,98,1.01,LV,1690435107
112,olonkinbyen,70.9221,-8.7187,40.42,89,100,9.82,SJ,1690435107
113,punta arenas,-53.15,-70.9167,30.2,82,21,8.34,CL,1690434838
114,smithers,54.7804,-127.1743,57.52,72,20,3.44,CA,1690434817
115,lodeynoye pole,60.726,33.5531,62.65,89,27,2.19,RU,1690435109
116,douz,33.4663,9.0203,78.76,61,0,16.46,TN,1690435110
117,acarau,-2.8856,-40.12,76.8,88,14,14.85,BR,1690435110
118,constitucion,-35.3333,-72.4167,47.86,79,41,5.75,CL,1690435111
119,ciudad lazaro cardenas,17.9583,-102.2,81.25,80,83,5.17,MX,1690435111
120,alice springs,-23.7,133.8833,72.95,53,75,12.66,AU,1690435112
121,wanning,18.8003,110.3967,92.39,55,100,6.89,CN,1690435112
122,rikaze,29.25,88.8833,51.08,81,100,1.59,CN,1690435113
123,bilibino,68.0546,166.4372,52.41,69,100,3.11,RU,1690435114
124,avarua,-21.2078,-159.775,69.85,78,75,4.61,CK,1690435114
125,homer,59.6425,-151.5483,61.03,83,0,8.99,US,1690434942
126,weno,7.4515,151.8468,82.76,76,47,8.63,FM,1690435115
127,saudarkrokur,65.7461,-19.6394,45.3,89,12,4.34,IS,1690435116
128,tralee,52.2704,-9.7026,59.95,99,100,5.88,IE,1690435116
129,ilulissat,69.2167,-51.1,46.42,71,18,3.44,GL,1690435117
130,iqaluit,63.7506,-68.5145,44.33,81,40,2.3,CA,1690435118
131,fale old settlement,-9.3852,-171.2468,83.43,72,59,16.98,TK,1690435118
132,mejit,10.2753,170.8646,82.6,80,100,16.46,MH,1690435119
133,delray beach,26.4615,-80.0728,82.42,91,100,3.44,US,1690434847
134,heunghae,36.1125,129.3522,90.7,55,24,5.39,KR,1690435120
135,lorengau,-2.0226,147.2712,82.92,82,58,10.16,PG,1690435120
136,udachny,66.4167,112.4,67.95,42,100,7.63,RU,1690435121
137,tulun,54.5611,100.5792,71.64,60,91,8.99,RU,1690435121
138,kertih,4.5141,103.4483,89.62,70,40,9.22,MY,1690435122
139,tofol,5.3248,163.0078,83.34,72,100,4.85,FM,1690435122
140,dakhla,23.6848,-15.958,67.37,89,0,23.38,EH,1690435123
141,santiago del torno,-17.9833,-63.3833,64.58,80,87,6.62,BO,1690435123
142,susuman,62.7833,148.1667,49.05,82,100,4.05,RU,1690435124
143,itati,-27.2704,-58.2446,52.86,87,82,5.55,AR,1690435124
144,abong mbang,3.9833,13.1833,68.13,99,100,2.21,CM,1690435125
145,nhamunda,-2.1861,-56.7131,76.35,62,4,2.26,BR,1690435125
146,anshun,26.25,105.9333,73.58,82,100,3.27,CN,1690435126
147,ponneri,13.3167,80.2,89.58,54,98,18.84,IN,1690435126
148,marquette,46.5333,-87.6335,61.77,97,2,4.0,US,1690435127
149,babolsar,36.7025,52.6576,82.72,71,32,3.51,IR,1690435127
150,al qusiyah,27.4402,30.8184,86.27,34,53,11.03,EG,1690435128
151,caleta olivia,-46.4393,-67.5281,38.32,59,100,8.19,AR,1690435128
152,tabuk,17.4189,121.4443,85.48,73,100,10.36,PH,1690435129
153,pacasmayo,-7.4006,-79.5714,69.28,84,26,11.77,PE,1690435129
154,yung shue wan,22.2333,114.1167,97.81,50,38,7.49,HK,1690435130
155,polyarnyy,69.1989,33.4478,51.71,93,100,1.3,RU,1690435131
156,sola,-13.8833,167.55,75.24,82,100,31.23,VU,1690435131
157,uray,60.1247,64.7758,71.8,58,20,5.75,RU,1690435132
158,labrador city,52.9463,-66.9114,53.51,94,100,4.61,CA,1690435132
159,torata,-17.0769,-70.8433,54.18,37,0,2.53,PE,1690435133
160,trenggalek,-8.05,111.7167,83.75,100,69,7.36,ID,1690435133
161,chernyanka,50.9409,37.8069,73.85,61,61,8.84,RU,1690435134
162,hermanus,-34.4187,19.2345,52.65,84,1,7.4,ZA,1690435134
163,atasu,48.6814,71.6433,81.86,33,28,10.71,KZ,1690435135
164,sorong,-0.8833,131.25,83.86,74,36,14.34,ID,1690435135
165,salgueiro,-8.0742,-39.1192,66.27,86,19,7.94,BR,1690435134
166,ongjin,37.9347,125.3619,81.39,79,98,8.93,KP,1690435136
167,flin flon,54.7682,-101.865,51.21,95,100,11.1,CA,1690435137
168,nacala,-14.5428,40.6728,67.06,78,33,9.8,MZ,1690435137
169,atafu village,-8.5421,-172.5159,83.64,75,96,18.23,TK,1690435083
170,nuuk,64.1835,-51.7216,45.21,81,100,1.14,GL,1690435070
171,esquel,-42.9,-71.3167,35.24,94,100,2.98,AR,1690435021
172,ust'-ordynskiy,52.805,104.7508,75.16,51,51,12.59,RU,1690435140
173,tame,6.461,-71.73,72.72,93,93,2.59,CO,1690435141
174,uturoa,-16.7333,-151.4333,78.39,83,45,9.55,PF,1690435141
175,ulsteinvik,62.3432,5.8487,60.91,94,99,5.99,NO,1690435142
176,new carlisle,39.9362,-84.0255,81.9,73,75,16.11,US,1690435142
177,dubbo,-32.25,148.6167,68.13,42,0,9.22,AU,1690435143
178,thompson,55.7435,-97.8558,53.76,94,100,5.75,CA,1690435144
179,vadso,70.0744,29.7487,50.88,100,100,8.05,NO,1690434962
180,mushie,-3.0167,16.9,71.67,69,25,2.89,CD,1690435145
181,yigo village,13.5361,144.8886,82.69,83,100,17.27,GU,1690435146
182,andilamena,-17.0167,48.5833,56.8,78,62,9.08,MG,1690435146
183,borogontsy,62.6683,131.1683,75.07,40,78,4.29,RU,1690435147
184,severo-yeniseyskiy,60.3725,93.0408,64.58,86,100,4.0,RU,1690435148
185,hawaiian paradise park,19.5933,-154.9731,75.04,97,100,3.44,US,1690434895
186,badger,64.8,-147.5333,82.31,59,75,3.44,US,1690435149
187,tazacorte,28.629,-17.9293,70.77,84,0,9.22,ES,1690435149
188,urzhar,47.093,81.6294,98.22,13,2,8.28,KZ,1690435150
189,saint-louis du nord,19.9333,-72.7167,82.38,78,100,14.09,HT,1690435150
190,yuzhno-kurilsk,44.0306,145.8556,72.1,80,98,2.86,RU,1690435151
191,ciudad acuna,29.3232,-100.9522,91.69,31,0,13.8,MX,1690435151
192,larreynaga,12.6769,-86.5719,76.87,76,98,3.94,NI,1690435152
193,la'ie,21.6477,-157.9253,82.36,75,15,7.0,US,1690435152
194,sabang,5.8933,95.3214,82.6,77,97,18.97,ID,1690435153
195,enewetak,11.3474,162.3373,83.39,78,100,14.23,MH,1690435153
196,petropavlovsk-kamchatsky,53.0452,158.6483,66.79,64,40,13.42,RU,1690435154
197,uttaradit,17.6667,100.5,84.69,66,75,7.38,TH,1690435155
198,novodvinsk,64.4165,40.8122,60.24,83,100,2.44,RU,1690435156
199,kruisfontein,-34.0033,24.7314,48.88,87,43,6.76,ZA,1690435157
200,saipan,15.1355,145.701,83.1,100,40,11.5,MP,1690435157
201,askoy,60.4092,5.226,59.76,47,75,3.44,NO,1690435158
202,saint-philippe,-21.3585,55.7679,72.99,77,65,11.88,RE,1690435158
203,hanting,36.7708,119.2108,95.67,41,13,9.84,CN,1690435159
204,kourou,5.1552,-52.6478,75.25,92,81,6.29,GF,1690435159
205,fergus falls,46.283,-96.0776,79.86,65,0,10.36,US,1690435160
206,tiksi,71.6872,128.8694,45.59,73,54,5.7,RU,1690435160
207,aripuana,-9.1667,-60.6333,71.74,59,13,1.81,BR,1690435161
208,san luis de la loma,17.2706,-100.8939,80.4,83,70,4.52,MX,1690435162
209,san ramon,37.7799,-121.978,64.74,84,0,11.5,US,1690435121
210,santo antonio de padua,-21.5394,-42.1803,66.61,95,55,0.31,BR,1690435086
211,yeppoon,-23.1333,150.7333,73.18,67,38,17.6,AU,1690435164
212,justo daract,-33.8594,-65.1828,46.8,46,98,8.43,AR,1690435164
213,georgetown,5.4112,100.3354,91.33,70,20,8.05,MY,1690435165
214,labytnangi,66.6572,66.4183,64.24,89,100,8.28,RU,1690435165
215,nova vicosa,-17.8919,-39.3719,69.69,77,4,3.22,BR,1690435166
216,chonchi,-42.6128,-73.8092,46.11,99,100,3.67,CL,1690435167
217,kodiak,57.79,-152.4072,56.71,82,0,6.91,US,1690435167
218,harmanli,41.9333,25.9,72.84,68,58,8.88,BG,1690435168
219,pedregal,8.3667,-82.4333,82.2,85,100,2.66,PA,1690435168
220,vila do maio,15.1333,-23.2167,79.59,82,100,9.69,CV,1690434978
221,sosnogorsk,63.6023,53.8817,64.53,62,96,3.33,RU,1690435169
222,saint-pierre,-21.3393,55.4781,74.57,64,20,4.61,RE,1690435170
223,envira,-7.3,-70.2167,72.28,62,21,1.88,BR,1690435170
224,taltal,-25.4,-70.4833,59.4,83,50,3.18,CL,1690435171
225,ambalangoda,6.2355,80.0538,83.25,73,100,8.79,LK,1690435172
226,vilyuchinsk,52.9306,158.4028,68.27,85,99,6.31,RU,1690434950
227,labuan,5.2767,115.2417,88.16,74,20,3.44,MY,1690435173
228,novoderevyankovskaya,46.3231,38.7472,81.25,43,0,13.29,RU,1690435173
229,zajecar,43.9036,22.2641,62.56,72,58,10.67,RS,1690435174
230,cortina d'ampezzo,46.5384,12.1377,46.76,72,13,1.97,IT,1690435174
231,orel,52.9658,36.0803,71.85,72,91,6.6,RU,1690435175
232,keren,15.7778,38.4581,67.62,84,95,7.14,ER,1690435175
233,hakha,22.65,93.6167,77.32,56,68,0.76,MM,1690434893
234,arkhangel'sk,64.5401,40.5433,62.35,75,100,2.53,RU,1690435176
